hand,strength
3e 4e 4c,0.04360787499999999
3e 4b 4o,0.04360787499999999
3e 4b 4c,0.04360787499999999
3e 4o 4c,0.04360787499999999
3b 4e 4b,0.04360787499999999
3b 4e 4o,0.04360787499999999
3b 4e 4c,0.04360787499999999
3b 4b 4o,0.04360787499999999
3b 4b 4c,0.04360787499999999
3b 4o 4c,0.04360787499999999
3o 4e 4b,0.04360787499999999
3o 4e 4o,0.04360787499999999
3o 4e 4c,0.04360787499999999
3o 4b 4o,0.04360787499999999
3o 4b 4c,0.04360787499999999
3o 4o 4c,0.04360787499999999
3c 4e 4b,0.04360787499999999
3c 4e 4o,0.04360787499999999
3c 4e 4c,0.04360787499999999
3c 4b 4o,0.04360787499999999
3c 4b 4c,0.04360787499999999
3c 4o 4c,0.04360787499999999
7o 4e 4b,0.04954952777777777
7o 4e 4o,0.04954952777777777
7o 4e 4c,0.04954952777777777
7o 4b 4o,0.04954952777777777
7o 4b 4c,0.04954952777777777
7o 4o 4c,0.04954952777777777
7e 4e 4b,0.051051027777777785
7e 4e 4o,0.051051027777777785
7e 4e 4c,0.051051027777777785
7e 4b 4o,0.051051027777777785
7e 4b 4c,0.051051027777777785
7e 4o 4c,0.051051027777777785
1b 4e 4b,0.05255254166666666
1b 4e 4o,0.05255254166666666
1b 4e 4c,0.05255254166666666
1b 4b 4o,0.05255254166666666
1b 4b 4c,0.05255254166666666
1b 4o 4c,0.05255254166666666
6e 6b 4e,0.05368944444444443
6e 6o 4e,0.05368944444444443
6e 6c 4e,0.05368944444444443
6b 6o 4e,0.05368944444444443
6b 6c 4e,0.05368944444444443
6o 6c 4e,0.05368944444444443
6e 6b 4b,0.05368944444444443
6e 6o 4b,0.05368944444444443
6e 6c 4b,0.05368944444444443
6b 6o 4b,0.05368944444444443
6b 6c 4b,0.05368944444444443
6o 6c 4b,0.05368944444444443
6e 6b 4o,0.05368944444444443
6e 6o 4o,0.05368944444444443
6e 6c 4o,0.05368944444444443
6b 6o 4o,0.05368944444444443
6b 6c 4o,0.05368944444444443
6o 6c 4o,0.05368944444444443
6e 6b 4c,0.05368944444444443
6e 6o 4c,0.05368944444444443
6e 6c 4c,0.05368944444444443
6b 6o 4c,0.05368944444444443
6b 6c 4c,0.05368944444444443
6o 6c 4c,0.05368944444444443
1e 4e 4b,0.05405402777777773
1e 4e 4o,0.05405402777777773
1e 4e 4c,0.05405402777777773
1e 4b 4o,0.05405402777777773
1e 4b 4c,0.05405402777777773
1e 4o 4c,0.05405402777777773
10e 5e 4e,0.05418273611111108
10b 5e 4e,0.05418273611111108
10o 5e 4e,0.05418273611111108
10c 5e 4e,0.05418273611111108
10e 5b 4e,0.05418273611111108
10b 5b 4e,0.05418273611111108
10o 5b 4e,0.05418273611111108
10c 5b 4e,0.05418273611111108
10e 5o 4e,0.05418273611111108
10b 5o 4e,0.05418273611111108
10o 5o 4e,0.05418273611111108
10c 5o 4e,0.05418273611111108
10e 5c 4e,0.05418273611111108
10b 5c 4e,0.05418273611111108
10o 5c 4e,0.05418273611111108
10c 5c 4e,0.05418273611111108
10e 5e 4b,0.05418273611111108
10b 5e 4b,0.05418273611111108
10o 5e 4b,0.05418273611111108
10c 5e 4b,0.05418273611111108
10e 5b 4b,0.05418273611111108
10b 5b 4b,0.05418273611111108
10o 5b 4b,0.05418273611111108
10c 5b 4b,0.05418273611111108
10e 5o 4b,0.05418273611111108
10b 5o 4b,0.05418273611111108
10o 5o 4b,0.05418273611111108
10c 5o 4b,0.05418273611111108
10e 5c 4b,0.05418273611111108
10b 5c 4b,0.05418273611111108
10o 5c 4b,0.05418273611111108
10c 5c 4b,0.05418273611111108
10e 5e 4o,0.05418273611111108
10b 5e 4o,0.05418273611111108
10o 5e 4o,0.05418273611111108
10c 5e 4o,0.05418273611111108
10e 5b 4o,0.05418273611111108
10b 5b 4o,0.05418273611111108
10o 5b 4o,0.05418273611111108
10c 5b 4o,0.05418273611111108
10e 5o 4o,0.05418273611111108
10b 5o 4o,0.05418273611111108
10o 5o 4o,0.05418273611111108
10c 5o 4o,0.05418273611111108
10e 5c 4o,0.05418273611111108
10b 5c 4o,0.05418273611111108
10o 5c 4o,0.05418273611111108
10c 5c 4o,0.05418273611111108
10e 5e 4c,0.05418273611111108
10b 5e 4c,0.05418273611111108
10o 5e 4c,0.05418273611111108
10c 5e 4c,0.05418273611111108
10e 5b 4c,0.05418273611111108
10b 5b 4c,0.05418273611111108
10o 5b 4c,0.05418273611111108
10c 5b 4c,0.05418273611111108
10e 5o 4c,0.05418273611111108
10b 5o 4c,0.05418273611111108
10o 5o 4c,0.05418273611111108
10c 5o 4c,0.05418273611111108
10e 5c 4c,0.05418273611111108
10b 5c 4c,0.05418273611111108
10o 5c 4c,0.05418273611111108
10c 5c 4c,0.05418273611111108
6e 5e 5b,0.05742170833333334
6b 5e 5b,0.05742170833333334
6o 5e 5b,0.05742170833333334
6c 5e 5b,0.05742170833333334
6e 5e 5o,0.05742170833333334
6b 5e 5o,0.05742170833333334
6o 5e 5o,0.05742170833333334
6c 5e 5o,0.05742170833333334
6e 5e 5c,0.05742170833333334
6b 5e 5c,0.05742170833333334
6o 5e 5c,0.05742170833333334
6c 5e 5c,0.05742170833333334
6e 5b 5o,0.05742170833333334
6b 5b 5o,0.05742170833333334
6o 5b 5o,0.05742170833333334
6c 5b 5o,0.05742170833333334
6e 5b 5c,0.05742170833333334
6b 5b 5c,0.05742170833333334
6o 5b 5c,0.05742170833333334
6c 5b 5c,0.05742170833333334
6e 5o 5c,0.05742170833333334
6b 5o 5c,0.05742170833333334
6o 5o 5c,0.05742170833333334
6c 5o 5c,0.05742170833333334
11e 5e 4e,0.07168597222222223
11b 5e 4e,0.07168597222222223
11o 5e 4e,0.07168597222222223
11c 5e 4e,0.07168597222222223
11e 5b 4e,0.07168597222222223
11b 5b 4e,0.07168597222222223
11o 5b 4e,0.07168597222222223
11c 5b 4e,0.07168597222222223
11e 5o 4e,0.07168597222222223
11b 5o 4e,0.07168597222222223
11o 5o 4e,0.07168597222222223
11c 5o 4e,0.07168597222222223
11e 5c 4e,0.07168597222222223
11b 5c 4e,0.07168597222222223
11o 5c 4e,0.07168597222222223
11c 5c 4e,0.07168597222222223
11e 5e 4b,0.07168597222222223
11b 5e 4b,0.07168597222222223
11o 5e 4b,0.07168597222222223
11c 5e 4b,0.07168597222222223
11e 5b 4b,0.07168597222222223
11b 5b 4b,0.07168597222222223
11o 5b 4b,0.07168597222222223
11c 5b 4b,0.07168597222222223
11e 5o 4b,0.07168597222222223
11b 5o 4b,0.07168597222222223
11o 5o 4b,0.07168597222222223
11c 5o 4b,0.07168597222222223
11e 5c 4b,0.07168597222222223
11b 5c 4b,0.07168597222222223
11o 5c 4b,0.07168597222222223
11c 5c 4b,0.07168597222222223
11e 5e 4o,0.07168597222222223
11b 5e 4o,0.07168597222222223
11o 5e 4o,0.07168597222222223
11c 5e 4o,0.07168597222222223
11e 5b 4o,0.07168597222222223
11b 5b 4o,0.07168597222222223
11o 5b 4o,0.07168597222222223
11c 5b 4o,0.07168597222222223
11e 5o 4o,0.07168597222222223
11b 5o 4o,0.07168597222222223
11o 5o 4o,0.07168597222222223
11c 5o 4o,0.07168597222222223
11e 5c 4o,0.07168597222222223
11b 5c 4o,0.07168597222222223
11o 5c 4o,0.07168597222222223
11c 5c 4o,0.07168597222222223
11e 5e 4c,0.07168597222222223
11b 5e 4c,0.07168597222222223
11o 5e 4c,0.07168597222222223
11c 5e 4c,0.07168597222222223
11e 5b 4c,0.07168597222222223
11b 5b 4c,0.07168597222222223
11o 5b 4c,0.07168597222222223
11c 5b 4c,0.07168597222222223
11e 5o 4c,0.07168597222222223
11b 5o 4c,0.07168597222222223
11o 5o 4c,0.07168597222222223
11c 5o 4c,0.07168597222222223
11e 5c 4c,0.07168597222222223
11b 5c 4c,0.07168597222222223
11o 5c 4c,0.07168597222222223
11c 5c 4c,0.07168597222222223
7b 6e 4e,0.07395966666666665
7c 6e 4e,0.07395966666666665
7b 6b 4e,0.07395966666666665
7c 6b 4e,0.07395966666666665
7b 6o 4e,0.07395966666666665
7c 6o 4e,0.07395966666666665
7b 6c 4e,0.07395966666666665
7c 6c 4e,0.07395966666666665
7b 6e 4b,0.07395966666666665
7c 6e 4b,0.07395966666666665
7b 6b 4b,0.07395966666666665
7c 6b 4b,0.07395966666666665
7b 6o 4b,0.07395966666666665
7c 6o 4b,0.07395966666666665
7b 6c 4b,0.07395966666666665
7c 6c 4b,0.07395966666666665
7b 6e 4o,0.07395966666666665
7c 6e 4o,0.07395966666666665
7b 6b 4o,0.07395966666666665
7c 6b 4o,0.07395966666666665
7b 6o 4o,0.07395966666666665
7c 6o 4o,0.07395966666666665
7b 6c 4o,0.07395966666666665
7c 6c 4o,0.07395966666666665
7b 6e 4c,0.07395966666666665
7c 6e 4c,0.07395966666666665
7b 6b 4c,0.07395966666666665
7c 6b 4c,0.07395966666666665
7b 6o 4c,0.07395966666666665
7c 6o 4c,0.07395966666666665
7b 6c 4c,0.07395966666666665
7c 6c 4c,0.07395966666666665
7b 5e 5b,0.07848562499999999
7c 5e 5b,0.07848562499999999
7b 5e 5o,0.07848562499999999
7c 5e 5o,0.07848562499999999
7b 5e 5c,0.07848562499999999
7c 5e 5c,0.07848562499999999
7b 5b 5o,0.07848562499999999
7c 5b 5o,0.07848562499999999
7b 5b 5c,0.07848562499999999
7c 5b 5c,0.07848562499999999
7b 5o 5c,0.07848562499999999
7c 5o 5c,0.07848562499999999
6e 6b 5e,0.0885242361111111
6e 6o 5e,0.0885242361111111
6e 6c 5e,0.0885242361111111
6b 6o 5e,0.0885242361111111
6b 6c 5e,0.0885242361111111
6o 6c 5e,0.0885242361111111
6e 6b 5b,0.0885242361111111
6e 6o 5b,0.0885242361111111
6e 6c 5b,0.0885242361111111
6b 6o 5b,0.0885242361111111
6b 6c 5b,0.0885242361111111
6o 6c 5b,0.0885242361111111
6e 6b 5o,0.0885242361111111
6e 6o 5o,0.0885242361111111
6e 6c 5o,0.0885242361111111
6b 6o 5o,0.0885242361111111
6b 6c 5o,0.0885242361111111
6o 6c 5o,0.0885242361111111
6e 6b 5c,0.0885242361111111
6e 6o 5c,0.0885242361111111
6e 6c 5c,0.0885242361111111
6b 6o 5c,0.0885242361111111
6b 6c 5c,0.0885242361111111
6o 6c 5c,0.0885242361111111
12e 5e 4e,0.08918918055555553
12b 5e 4e,0.08918918055555553
12o 5e 4e,0.08918918055555553
12c 5e 4e,0.08918918055555553
12e 5b 4e,0.08918918055555553
12b 5b 4e,0.08918918055555553
12o 5b 4e,0.08918918055555553
12c 5b 4e,0.08918918055555553
12e 5o 4e,0.08918918055555553
12b 5o 4e,0.08918918055555553
12o 5o 4e,0.08918918055555553
12c 5o 4e,0.08918918055555553
12e 5c 4e,0.08918918055555553
12b 5c 4e,0.08918918055555553
12o 5c 4e,0.08918918055555553
12c 5c 4e,0.08918918055555553
12e 5e 4b,0.08918918055555553
12b 5e 4b,0.08918918055555553
12o 5e 4b,0.08918918055555553
12c 5e 4b,0.08918918055555553
12e 5b 4b,0.08918918055555553
12b 5b 4b,0.08918918055555553
12o 5b 4b,0.08918918055555553
12c 5b 4b,0.08918918055555553
12e 5o 4b,0.08918918055555553
12b 5o 4b,0.08918918055555553
12o 5o 4b,0.08918918055555553
12c 5o 4b,0.08918918055555553
12e 5c 4b,0.08918918055555553
12b 5c 4b,0.08918918055555553
12o 5c 4b,0.08918918055555553
12c 5c 4b,0.08918918055555553
12e 5e 4o,0.08918918055555553
12b 5e 4o,0.08918918055555553
12o 5e 4o,0.08918918055555553
12c 5e 4o,0.08918918055555553
12e 5b 4o,0.08918918055555553
12b 5b 4o,0.08918918055555553
12o 5b 4o,0.08918918055555553
12c 5b 4o,0.08918918055555553
12e 5o 4o,0.08918918055555553
12b 5o 4o,0.08918918055555553
12o 5o 4o,0.08918918055555553
12c 5o 4o,0.08918918055555553
12e 5c 4o,0.08918918055555553
12b 5c 4o,0.08918918055555553
12o 5c 4o,0.08918918055555553
12c 5c 4o,0.08918918055555553
12e 5e 4c,0.08918918055555553
12b 5e 4c,0.08918918055555553
12o 5e 4c,0.08918918055555553
12c 5e 4c,0.08918918055555553
12e 5b 4c,0.08918918055555553
12b 5b 4c,0.08918918055555553
12o 5b 4c,0.08918918055555553
12c 5b 4c,0.08918918055555553
12e 5o 4c,0.08918918055555553
12b 5o 4c,0.08918918055555553
12o 5o 4c,0.08918918055555553
12c 5o 4c,0.08918918055555553
12e 5c 4c,0.08918918055555553
12b 5c 4c,0.08918918055555553
12o 5c 4c,0.08918918055555553
12c 5c 4c,0.08918918055555553
10e 6e 4e,0.09365079166666668
10b 6e 4e,0.09365079166666668
10o 6e 4e,0.09365079166666668
10c 6e 4e,0.09365079166666668
10e 6b 4e,0.09365079166666668
10b 6b 4e,0.09365079166666668
10o 6b 4e,0.09365079166666668
10c 6b 4e,0.09365079166666668
10e 6o 4e,0.09365079166666668
10b 6o 4e,0.09365079166666668
10o 6o 4e,0.09365079166666668
10c 6o 4e,0.09365079166666668
10e 6c 4e,0.09365079166666668
10b 6c 4e,0.09365079166666668
10o 6c 4e,0.09365079166666668
10c 6c 4e,0.09365079166666668
10e 6e 4b,0.09365079166666668
10b 6e 4b,0.09365079166666668
10o 6e 4b,0.09365079166666668
10c 6e 4b,0.09365079166666668
10e 6b 4b,0.09365079166666668
10b 6b 4b,0.09365079166666668
10o 6b 4b,0.09365079166666668
10c 6b 4b,0.09365079166666668
10e 6o 4b,0.09365079166666668
10b 6o 4b,0.09365079166666668
10o 6o 4b,0.09365079166666668
10c 6o 4b,0.09365079166666668
10e 6c 4b,0.09365079166666668
10b 6c 4b,0.09365079166666668
10o 6c 4b,0.09365079166666668
10c 6c 4b,0.09365079166666668
10e 6e 4o,0.09365079166666668
10b 6e 4o,0.09365079166666668
10o 6e 4o,0.09365079166666668
10c 6e 4o,0.09365079166666668
10e 6b 4o,0.09365079166666668
10b 6b 4o,0.09365079166666668
10o 6b 4o,0.09365079166666668
10c 6b 4o,0.09365079166666668
10e 6o 4o,0.09365079166666668
10b 6o 4o,0.09365079166666668
10o 6o 4o,0.09365079166666668
10c 6o 4o,0.09365079166666668
10e 6c 4o,0.09365079166666668
10b 6c 4o,0.09365079166666668
10o 6c 4o,0.09365079166666668
10c 6c 4o,0.09365079166666668
10e 6e 4c,0.09365079166666668
10b 6e 4c,0.09365079166666668
10o 6e 4c,0.09365079166666668
10c 6e 4c,0.09365079166666668
10e 6b 4c,0.09365079166666668
10b 6b 4c,0.09365079166666668
10o 6b 4c,0.09365079166666668
10c 6b 4c,0.09365079166666668
10e 6o 4c,0.09365079166666668
10b 6o 4c,0.09365079166666668
10o 6o 4c,0.09365079166666668
10c 6o 4c,0.09365079166666668
10e 6c 4c,0.09365079166666668
10b 6c 4c,0.09365079166666668
10o 6c 4c,0.09365079166666668
10c 6c 4c,0.09365079166666668
10e 5e 5b,0.09731875
10b 5e 5b,0.09731875
10o 5e 5b,0.09731875
10c 5e 5b,0.09731875
10e 5e 5o,0.09731875
10b 5e 5o,0.09731875
10o 5e 5o,0.09731875
10c 5e 5o,0.09731875
10e 5e 5c,0.09731875
10b 5e 5c,0.09731875
10o 5e 5c,0.09731875
10c 5e 5c,0.09731875
10e 5b 5o,0.09731875
10b 5b 5o,0.09731875
10o 5b 5o,0.09731875
10c 5b 5o,0.09731875
10e 5b 5c,0.09731875
10b 5b 5c,0.09731875
10o 5b 5c,0.09731875
10c 5b 5c,0.09731875
10e 5o 5c,0.09731875
10b 5o 5c,0.09731875
10o 5o 5c,0.09731875
10c 5o 5c,0.09731875
7b 7c 4e,0.09931361111111113
7b 7c 4b,0.09931361111111113
7b 7c 4o,0.09931361111111113
7b 7c 4c,0.09931361111111113
1o 5e 4e,0.10424708333333335
1o 5b 4e,0.10424708333333335
1o 5o 4e,0.10424708333333335
1o 5c 4e,0.10424708333333335
1o 5e 4b,0.10424708333333335
1o 5b 4b,0.10424708333333335
1o 5o 4b,0.10424708333333335
1o 5c 4b,0.10424708333333335
1o 5e 4o,0.10424708333333335
1o 5b 4o,0.10424708333333335
1o 5o 4o,0.10424708333333335
1o 5c 4o,0.10424708333333335
1o 5e 4c,0.10424708333333335
1o 5b 4c,0.10424708333333335
1o 5o 4c,0.10424708333333335
1o 5c 4c,0.10424708333333335
1c 5e 4e,0.10424708333333335
1c 5b 4e,0.10424708333333335
1c 5o 4e,0.10424708333333335
1c 5c 4e,0.10424708333333335
1c 5e 4b,0.10424708333333335
1c 5b 4b,0.10424708333333335
1c 5o 4b,0.10424708333333335
1c 5c 4b,0.10424708333333335
1c 5e 4o,0.10424708333333335
1c 5b 4o,0.10424708333333335
1c 5o 4o,0.10424708333333335
1c 5c 4o,0.10424708333333335
1c 5e 4c,0.10424708333333335
1c 5b 4c,0.10424708333333335
1c 5o 4c,0.10424708333333335
1c 5c 4c,0.10424708333333335
7b 6e 5e,0.11419990277777778
7c 6e 5e,0.11419990277777778
7b 6b 5e,0.11419990277777778
7c 6b 5e,0.11419990277777778
7b 6o 5e,0.11419990277777778
