hand,strength,envido,combined
7o 3b 11b,0.907593,23,0.802281
7o 3c 11c,0.907593,23,0.802281
7o 3c 11e,0.907593,7,0.559857
7o 3b 11o,0.907593,27,0.862888
7o 3e 11e,0.907593,23,0.802281
7o 3c 11b,0.907593,7,0.559857
7o 3c 11o,0.907593,27,0.862888
1b 1o 1c,0.906263,1,0.468283
1b 3b 7b,0.904247,30,0.906669
1b 3e 7b,0.904247,28,0.876366
1b 3c 7c,0.904247,30,0.906669
1b 3b 7c,0.904247,24,0.815760
1b 3c 7b,0.904247,28,0.876366
1b 3o 7b,0.904247,28,0.876366
1b 3o 7c,0.904247,7,0.558184
1b 3e 7c,0.904247,7,0.558184
3b 3o 12o,0.902681,23,0.799825
3e 3b 12b,0.902681,23,0.799825
3o 3c 12c,0.902681,23,0.799825
3o 3c 12b,0.902681,3,0.496795
3b 3o 12c,0.902681,3,0.496795
3o 3c 12o,0.902681,23,0.799825
3o 3c 12e,0.902681,3,0.496795
3b 3c 12c,0.902681,23,0.799825
3e 3c 12e,0.902681,23,0.799825
3e 3c 12o,0.902681,3,0.496795
3e 3c 12c,0.902681,23,0.799825
3e 3c 12b,0.902681,3,0.496795
3b 3c 12o,0.902681,3,0.496795
3b 3o 12e,0.902681,3,0.496795
3e 3b 12e,0.902681,23,0.799825
3e 3b 12c,0.902681,3,0.496795
3e 3b 12o,0.902681,3,0.496795
3b 3c 12b,0.902681,23,0.799825
3e 3o 12b,0.902681,3,0.496795
3b 3c 12e,0.902681,3,0.496795
3e 3o 12e,0.902681,23,0.799825
3e 3o 12o,0.902681,23,0.799825
3e 3o 12c,0.902681,3,0.496795
3b 3o 12b,0.902681,23,0.799825
7e 3o 10b,0.902059,7,0.557090
7e 3o 10e,0.902059,27,0.860121
7e 3b 10e,0.902059,27,0.860121
7e 3e 10o,0.902059,30,0.905575
7e 3e 10c,0.902059,30,0.905575
7e 3c 10c,0.902059,23,0.799514
7e 3c 10o,0.902059,7,0.557090
7e 3c 10b,0.902059,7,0.557090
7e 3b 10b,0.902059,23,0.799514
7e 3o 10o,0.902059,23,0.799514
7e 3o 10c,0.902059,7,0.557090
7e 3e 10b,0.902059,30,0.905575
7e 3b 10o,0.902059,7,0.557090
7e 3e 10e,0.902059,30,0.905575
7e 3c 10e,0.902059,27,0.860121
7e 3b 10c,0.902059,7,0.557090
7e 2e 12c,0.899099,29,0.888943
7e 2b 12c,0.899099,7,0.555610
7e 2e 12e,0.899099,29,0.888943
7e 2o 12o,0.899099,22,0.782883
7e 2o 12c,0.899099,7,0.555610
7e 2o 12b,0.899099,7,0.555610
7e 2b 12b,0.899099,22,0.782883
7e 2b 12o,0.899099,7,0.555610
7e 2e 12o,0.899099,29,0.888943
7e 2b 12e,0.899099,27,0.858640
7e 2c 12b,0.899099,7,0.555610
7e 2c 12c,0.899099,22,0.782883
7e 2c 12o,0.899099,7,0.555610
7e 2o 12e,0.899099,27,0.858640
7e 2e 12b,0.899099,29,0.888943
7e 2c 12e,0.899099,27,0.858640
1e 3o 5o,0.898649,28,0.873567
1e 3c 5b,0.898649,5,0.525082
1e 3b 5c,0.898649,5,0.525082
1e 3o 5e,0.898649,26,0.843264
1e 3b 5o,0.898649,5,0.525082
1e 3b 5b,0.898649,28,0.873567
1e 3o 5b,0.898649,5,0.525082
1e 3b 5e,0.898649,26,0.843264
1e 3o 5c,0.898649,5,0.525082
1e 3e 5o,0.898649,24,0.812961
1e 3e 5b,0.898649,24,0.812961
1e 3e 5c,0.898649,24,0.812961
1e 3c 5e,0.898649,26,0.843264
1e 3e 5e,0.898649,28,0.873567
1e 3c 5c,0.898649,28,0.873567
1e 3c 5o,0.898649,5,0.525082
7e 7o 4o,0.897769,31,0.918582
7e 7o 4b,0.897769,7,0.554945
7e 7o 4e,0.897769,31,0.918582
7e 7o 4c,0.897769,7,0.554945
1e 2c 11o,0.896396,2,0.478501
1e 2c 11b,0.896396,2,0.478501
1e 2e 11b,0.896396,23,0.796683
1e 2e 11o,0.896396,23,0.796683
1e 2e 11c,0.896396,23,0.796683
1e 2o 11b,0.896396,2,0.478501
1e 2b 11o,0.896396,2,0.478501
1e 2b 11b,0.896396,22,0.781532
1e 2o 11c,0.896396,2,0.478501
1e 2o 11o,0.896396,22,0.781532
1e 2c 11c,0.896396,22,0.781532
1e 2e 11e,0.896396,23,0.796683
1e 2b 11c,0.896396,2,0.478501
1e 2o 11e,0.896396,21,0.766380
1e 2c 11e,0.896396,21,0.766380
1e 2b 11e,0.896396,21,0.766380
7e 1o 1c,0.895109,7,0.553615
1b 3c 6e,0.893372,6,0.537595
1b 3e 6b,0.893372,27,0.855777
1b 3o 6c,0.893372,6,0.537595
1b 3c 6c,0.893372,29,0.886080
1b 3o 6o,0.893372,29,0.886080
1b 3c 6b,0.893372,27,0.855777
1b 3e 6e,0.893372,29,0.886080
1b 3o 6e,0.893372,6,0.537595
1b 3e 6o,0.893372,6,0.537595
1b 3e 6c,0.893372,6,0.537595
1b 3c 6o,0.893372,6,0.537595
1b 3b 6e,0.893372,24,0.810322
1b 3b 6b,0.893372,29,0.886080
1b 3b 6o,0.893372,24,0.810322
1b 3o 6b,0.893372,27,0.855777
1b 3b 6c,0.893372,24,0.810322
1e 1c 12c,0.892643,21,0.764503
1e 1o 12b,0.892643,1,0.461473
1e 1o 12e,0.892643,21,0.764503
1e 1o 12o,0.892643,21,0.764503
1e 1o 12c,0.892643,1,0.461473
1e 1c 12o,0.892643,1,0.461473
1e 1c 12b,0.892643,1,0.461473
1e 1c 12e,0.892643,21,0.764503
7o 2o 12b,0.887688,29,0.883238
7o 2b 12e,0.887688,7,0.549904
7o 2c 12o,0.887688,27,0.852935
7o 2c 12b,0.887688,7,0.549904
7o 2c 12c,0.887688,22,0.777177
7o 2b 12b,0.887688,22,0.777177
7o 2e 12c,0.887688,7,0.549904
7o 2b 12c,0.887688,7,0.549904
7o 2e 12b,0.887688,7,0.549904
7o 2e 12e,0.887688,22,0.777177
7o 2b 12o,0.887688,27,0.852935
7o 2c 12e,0.887688,7,0.549904
7o 2o 12e,0.887688,29,0.883238
7o 2o 12c,0.887688,29,0.883238
7o 2e 12o,0.887688,27,0.852935
7o 2o 12o,0.887688,29,0.883238
7e 3b 7c,0.887323,7,0.549722
7e 3e 7c,0.887323,30,0.898207
7e 3e 7b,0.887323,30,0.898207
7e 3c 7b,0.887323,7,0.549722
7e 3c 7c,0.887323,30,0.898207
7e 3o 7c,0.887323,7,0.549722
7e 3b 7b,0.887323,30,0.898207
7e 3o 7b,0.887323,7,0.549722
7o 3c 10c,0.886873,23,0.791921
7o 3e 10c,0.886873,7,0.549497
7o 3o 10b,0.886873,30,0.897982
7o 3o 10e,0.886873,30,0.897982
7o 3e 10e,0.886873,23,0.791921
7o 3b 10c,0.886873,7,0.549497
7o 3b 10e,0.886873,7,0.549497
7o 3b 10b,0.886873,23,0.791921
7o 3b 10o,0.886873,27,0.852527
7o 3c 10e,0.886873,7,0.549497
7o 3o 10c,0.886873,30,0.897982
7o 3o 10o,0.886873,30,0.897982
7o 3c 10o,0.886873,27,0.852527
7o 3c 10b,0.886873,7,0.549497
7o 3e 10b,0.886873,7,0.549497
7o 3e 10o,0.886873,27,0.852527
3b 2o 1o,0.885800,23,0.791385
3b 2o 1c,0.885800,3,0.488355
3o 2c 1o,0.885800,24,0.806536
3b 2c 1o,0.885800,3,0.488355
3e 2c 1o,0.885800,3,0.488355
3c 2o 1o,0.885800,23,0.791385
3o 2o 1o,0.885800,25,0.821688
3e 2e 1c,0.885800,25,0.821688
3e 2o 1o,0.885800,23,0.791385
3c 2b 1c,0.885800,24,0.806536
3o 2b 1c,0.885800,3,0.488355
3c 2b 1o,0.885800,3,0.488355
3e 2c 1c,0.885800,23,0.791385
3e 2o 1c,0.885800,3,0.488355
3b 2c 1c,0.885800,23,0.791385
3c 2c 1o,0.885800,25,0.821688
3o 2c 1c,0.885800,23,0.791385
3c 2c 1c,0.885800,25,0.821688
3b 2b 1o,0.885800,25,0.821688
3o 2b 1o,0.885800,24,0.806536
3o 2o 1c,0.885800,25,0.821688
3e 2b 1o,0.885800,3,0.488355
3b 2b 1c,0.885800,25,0.821688
3e 2b 1c,0.885800,3,0.488355
3c 2e 1c,0.885800,24,0.806536
3o 2e 1c,0.885800,3,0.488355
3o 2e 1o,0.885800,24,0.806536
3c 2e 1o,0.885800,3,0.488355
3b 2e 1o,0.885800,3,0.488355
3c 2o 1c,0.885800,24,0.806536
3e 2e 1o,0.885800,25,0.821688
3b 2e 1c,0.885800,3,0.488355
1e 3b 4c,0.885135,4,0.503174
1e 3c 4b,0.885135,4,0.503174
1e 3e 4e,0.885135,27,0.851658
1e 3e 4b,0.885135,24,0.806204
1e 3c 4o,0.885135,4,0.503174
1e 3c 4e,0.885135,25,0.821355
1e 3e 4o,0.885135,24,0.806204
1e 3e 4c,0.885135,24,0.806204
1e 3b 4o,0.885135,4,0.503174
1e 3c 4c,0.885135,27,0.851658
1e 3b 4e,0.885135,25,0.821355
1e 3o 4c,0.885135,4,0.503174
1e 3o 4o,0.885135,27,0.851658
1e 3o 4b,0.885135,4,0.503174
1e 3o 4e,0.885135,25,0.821355
1e 3b 4b,0.885135,27,0.851658
7o 1o 1c,0.883955,28,0.866220
1b 2c 11b,0.883269,21,0.759816
1b 2o 11c,0.883269,2,0.471938
1b 2o 11o,0.883269,22,0.774968
1b 2c 11c,0.883269,22,0.774968
1b 2o 11b,0.883269,21,0.759816
1b 2c 11o,0.883269,2,0.471938
1b 2c 11e,0.883269,2,0.471938
1b 2b 11c,0.883269,23,0.790119
1b 2e 11c,0.883269,2,0.471938
1b 2o 11e,0.883269,2,0.471938
1b 2e 11o,0.883269,2,0.471938
1b 2e 11b,0.883269,21,0.759816
1b 2e 11e,0.883269,22,0.774968
1b 2b 11o,0.883269,23,0.790119
1b 2b 11b,0.883269,23,0.790119
1b 2b 11e,0.883269,23,0.790119
1b 1c 12o,0.880523,1,0.455413
1b 1o 12b,0.880523,21,0.758443
1b 1o 12o,0.880523,21,0.758443
1b 1c 12e,0.880523,1,0.455413
1b 1c 12b,0.880523,21,0.758443
1b 1o 12e,0.880523,1,0.455413
1b 1o 12c,0.880523,1,0.455413
1b 1c 12c,0.880523,21,0.758443
1b 3e 5e,0.877456,28,0.862970
1b 3b 5o,0.877456,24,0.802364
1b 3o 5c,0.877456,5,0.514486
1b 3o 5o,0.877456,28,0.862970
1b 3c 5e,0.877456,5,0.514486
1b 3b 5e,0.877456,24,0.802364
1b 3o 5e,0.877456,5,0.514486
1b 3e 5b,0.877456,26,0.832667
1b 3b 5b,0.877456,28,0.862970
1b 3b 5c,0.877456,24,0.802364
1b 3o 5b,0.877456,26,0.832667
1b 3c 5b,0.877456,26,0.832667
1b 3c 5o,0.877456,5,0.514486
1b 3e 5c,0.877456,5,0.514486
1b 3c 5c,0.877456,28,0.862970
1b 3e 5o,0.877456,5,0.514486
3o 3c 11b,0.876083,3,0.483496
3b 3o 11o,0.876083,23,0.786526
3b 3c 11o,0.876083,3,0.483496
3e 3c 11c,0.876083,23,0.786526
3e 3o 11e,0.876083,23,0.786526
3b 3c 11b,0.876083,23,0.786526
3b 3c 11c,0.876083,23,0.786526
3e 3c 11b,0.876083,3,0.483496
3b 3c 11e,0.876083,3,0.483496
3o 3c 11e,0.876083,3,0.483496
3o 3c 11o,0.876083,23,0.786526
3b 3o 11c,0.876083,3,0.483496
3b 3o 11b,0.876083,23,0.786526
3e 3c 11o,0.876083,3,0.483496
3e 3o 11b,0.876083,3,0.483496
3e 3o 11c,0.876083,3,0.483496
3e 3c 11e,0.876083,23,0.786526
3e 3b 11c,0.876083,3,0.483496
3e 3b 11o,0.876083,3,0.483496
3e 3b 11e,0.876083,23,0.786526
3e 3b 11b,0.876083,23,0.786526
3e 3o 11o,0.876083,23,0.786526
3b 3o 11e,0.876083,3,0.483496
3o 3c 11c,0.876083,23,0.786526
7e 3b 6e,0.874582,33,0.937291
7e 3c 6b,0.874582,7,0.543351
7e 3o 6o,0.874582,29,0.876685
7e 3b 6c,0.874582,7,0.543351
7e 3o 6b,0.874582,7,0.543351
7e 3b 6o,0.874582,7,0.543351
7e 3b 6b,0.874582,29,0.876685
7e 3e 6o,0.874582,30,0.891836
7e 3e 6b,0.874582,30,0.891836
7e 3o 6e,0.874582,33,0.937291
7e 3o 6c,0.874582,7,0.543351
7e 3e 6c,0.874582,30,0.891836
7e 3c 6o,0.874582,7,0.543351
7e 3c 6c,0.874582,29,0.876685
7e 3c 6e,0.874582,33,0.937291
7e 3e 6e,0.874582,33,0.937291
2e 2b 2o,0.873874,2,0.467240
2e 2b 2c,0.873874,2,0.467240
2e 2o 2c,0.873874,2,0.467240
2b 2o 2c,0.873874,2,0.467240
1e 2e 10c,0.870871,23,0.783920
1e 2e 10e,0.870871,23,0.783920
1e 2o 10o,0.870871,22,0.768769
1e 2b 10e,0.870871,21,0.753617
1e 2o 10c,0.870871,2,0.465738
1e 2o 10e,0.870871,21,0.753617
1e 2c 10o,0.870871,2,0.465738
1e 2c 10b,0.870871,2,0.465738
1e 2e 10b,0.870871,23,0.783920
1e 2c 10e,0.870871,21,0.753617
1e 2o 10b,0.870871,2,0.465738
1e 2e 10o,0.870871,23,0.783920
1e 2b 10b,0.870871,22,0.768769
1e 2b 10o,0.870871,2,0.465738
1e 2c 10c,0.870871,22,0.768769
1e 2b 10c,0.870871,2,0.465738
7o 3e 7b,0.870399,7,0.541260
7o 3b 7b,0.870399,30,0.889745
7o 3e 7c,0.870399,7,0.541260
7o 3o 7b,0.870399,30,0.889745
7o 3c 7b,0.870399,7,0.541260
7o 3c 7c,0.870399,30,0.889745
7o 3o 7c,0.870399,30,0.889745
7o 3b 7c,0.870399,7,0.541260
7e 2o 11e,0.870142,27,0.844162
7e 2e 11b,0.870142,29,0.874465
7e 2o 11o,0.870142,22,0.768404
7e 2o 11c,0.870142,7,0.541131
7e 2o 11b,0.870142,7,0.541131
7e 2e 11c,0.870142,29,0.874465
7e 2b 11o,0.870142,7,0.541131
7e 2b 11e,0.870142,27,0.844162
7e 2c 11c,0.870142,22,0.768404
7e 2c 11e,0.870142,27,0.844162
7e 2b 11c,0.870142,7,0.541131
7e 2c 11o,0.870142,7,0.541131
7e 2e 11e,0.870142,29,0.874465
7e 2c 11b,0.870142,7,0.541131
7e 2b 11b,0.870142,22,0.768404
7e 2e 11o,0.870142,29,0.874465
7e 1c 12o,0.868404,7,0.540263
7e 1o 12e,0.868404,27,0.843293
7e 1o 12b,0.868404,7,0.540263
7e 1o 12o,0.868404,21,0.752384
7e 1o 12c,0.868404,7,0.540263
7e 1c 12c,0.868404,21,0.752384
7e 1c 12e,0.868404,27,0.843293
7e 1c 12b,0.868404,7,0.540263
1e 12e 12c,0.863363,21,0.749864
1e 12e 12b,0.863363,21,0.749864
1e 12o 12c,0.863363,1,0.446833
1e 12b 12c,0.863363,1,0.446833
1e 12b 12o,0.863363,1,0.446833
1e 12e 12o,0.863363,21,0.749864
1b 3o 4b,0.861540,25,0.809558
1b 3e 4b,0.861540,25,0.809558
1b 3e 4e,0.861540,27,0.839861
1b 3o 4c,0.861540,4,0.491376
1b 3o 4e,0.861540,4,0.491376
1b 3e 4c,0.861540,4,0.491376
1b 3e 4o,0.861540,4,0.491376
1b 3o 4o,0.861540,27,0.839861
1b 3b 4e,0.861540,24,0.794406
1b 3b 4b,0.861540,27,0.839861
1b 3b 4o,0.861540,24,0.794406
1b 3b 4c,0.861540,24,0.794406
1b 3c 4e,0.861540,4,0.491376
1b 3c 4b,0.861540,25,0.809558
1b 3c 4o,0.861540,4,0.491376
1b 3c 4c,0.861540,27,0.839861
3o 2e 12c,0.860704,3,0.475806
3b 2e 12o,0.860704,3,0.475806
3o 2o 12e,0.860704,25,0.809140
3o 2o 12o,0.860704,25,0.809140
3o 2o 12b,0.860704,25,0.809140
3e 2b 12e,0.860704,23,0.778837
3e 2b 12b,0.860704,22,0.763685
3e 2b 12o,0.860704,3,0.475806
3e 2b 12c,0.860704,3,0.475806
3b 2b 12b,0.860704,25,0.809140
3e 2o 12b,0.860704,3,0.475806
3b 2b 12e,0.860704,25,0.809140
3e 2o 12e,0.860704,23,0.778837
3c 2c 12o,0.860704,25,0.809140
3c 2c 12c,0.860704,25,0.809140
3c 2c 12b,0.860704,25,0.809140
3c 2c 12e,0.860704,25,0.809140
3o 2c 12c,0.860704,22,0.763685
3o 2c 12o,0.860704,23,0.778837
3o 2o 12c,0.860704,25,0.809140
3c 2o 12e,0.860704,3,0.475806
3c 2o 12b,0.860704,3,0.475806
3b 2o 12b,0.860704,23,0.778837
3o 2c 12e,0.860704,3,0.475806
3o 2c 12b,0.860704,3,0.475806
3b 2c 12c,0.860704,22,0.763685
3b 2c 12o,0.860704,3,0.475806
3b 2c 12b,0.860704,23,0.778837
3b 2c 12e,0.860704,3,0.475806
3b 2b 12o,0.860704,25,0.809140
3b 2o 12e,0.860704,3,0.475806
3b 2b 12c,0.860704,25,0.809140
3e 2o 12c,0.860704,3,0.475806
3e 2o 12o,0.860704,22,0.763685
3o 2b 12e,0.860704,3,0.475806
3o 2b 12b,0.860704,22,0.763685
3e 2c 12o,0.860704,3,0.475806
3e 2c 12b,0.860704,3,0.475806
3o 2b 12c,0.860704,3,0.475806
3e 2c 12e,0.860704,23,0.778837
3e 2c 12c,0.860704,22,0.763685
3e 2e 12o,0.860704,25,0.809140
3e 2e 12b,0.860704,25,0.809140
3e 2e 12e,0.860704,25,0.809140
3e 2e 12c,0.860704,25,0.809140
3b 2e 12e,0.860704,22,0.763685
3b 2e 12b,0.860704,23,0.778837
3o 2b 12o,0.860704,23,0.778837
3b 2e 12c,0.860704,3,0.475806
3o 2e 12b,0.860704,3,0.475806
3o 2e 12e,0.860704,22,0.763685
3o 2e 12o,0.860704,23,0.778837
3c 2e 12e,0.860704,22,0.763685
3c 2e 12b,0.860704,3,0.475806
3c 2e 12o,0.860704,3,0.475806
3c 2e 12c,0.860704,23,0.778837
3c 2o 12o,0.860704,22,0.763685
3b 2o 12c,0.860704,3,0.475806
3c 2b 12e,0.860704,3,0.475806
3c 2o 12c,0.860704,23,0.778837
3c 2b 12o,0.860704,3,0.475806
3c 2b 12c,0.860704,23,0.778837
3c 2b 12b,0.860704,22,0.763685
3b 2o 12o,0.860704,22,0.763685
1e 1c 11o,0.858108,1,0.444206
1e 1o 11o,0.858108,21,0.747236
1e 1o 11b,0.858108,1,0.444206
1e 1o 11e,0.858108,21,0.747236
1e 1o 11c,0.858108,1,0.444206
1e 1c 11c,0.858108,21,0.747236
1e 1c 11b,0.858108,1,0.444206
1e 1c 11e,0.858108,21,0.747236
7o 2e 11e,0.857014,22,0.761840
7o 2b 11o,0.857014,27,0.837598
7o 2o 11b,0.857014,29,0.867901
7o 2b 11c,0.857014,7,0.534568
7o 2o 11o,0.857014,29,0.867901
7o 2b 11e,0.857014,7,0.534568
7o 2b 11b,0.857014,22,0.761840
7o 2o 11e,0.857014,29,0.867901
7o 2o 11c,0.857014,29,0.867901
7o 2e 11b,0.857014,7,0.534568
7o 2e 11o,0.857014,27,0.837598
7o 2e 11c,0.857014,7,0.534568
7o 2c 11c,0.857014,22,0.761840
7o 2c 11b,0.857014,7,0.534568
7o 2c 11o,0.857014,27,0.837598
7o 2c 11e,0.857014,7,0.534568
7o 1c 12c,0.856285,21,0.746324
7o 1o 12o,0.856285,28,0.852385
7o 1o 12b,0.856285,28,0.852385
7o 1o 12e,0.856285,28,0.852385
7o 1o 12c,0.856285,28,0.852385
7o 1c 12e,0.856285,7,0.534203
7o 1c 12b,0.856285,7,0.534203
7o 1c 12o,0.856285,27,0.837233
7e 3c 5e,0.856263,32,0.912980
7e 3c 5o,0.856263,7,0.534192
7e 3e 5o,0.856263,30,0.882677
7e 3e 5b,0.856263,30,0.882677
7e 3e 5e,0.856263,32,0.912980
7e 3b 5c,0.856263,7,0.534192
7e 3b 5o,0.856263,7,0.534192
7e 3b 5b,0.856263,28,0.852374
7e 3o 5c,0.856263,7,0.534192
7e 3o 5o,0.856263,28,0.852374
7e 3o 5b,0.856263,7,0.534192
7e 3c 5c,0.856263,28,0.852374
7e 3b 5e,0.856263,32,0.912980
7e 3o 5e,0.856263,32,0.912980
7e 3c 5b,0.856263,7,0.534192
7e 3e 5c,0.856263,30,0.882677
3c 1o 1c,0.856070,24,0.791672
3o 1o 1c,0.856070,24,0.791672
3e 1o 1c,0.856070,3,0.473490
3b 1o 1c,0.856070,3,0.473490
1b 2o 10e,0.856027,2,0.458317
1b 2b 10c,0.856027,23,0.776499
1b 2c 10c,0.856027,22,0.761347
1b 2c 10b,0.856027,21,0.746196
1b 2c 10e,0.856027,2,0.458317
1b 2o 10c,0.856027,2,0.458317
1b 2o 10o,0.856027,22,0.761347
1b 2o 10b,0.856027,21,0.746196
1b 2c 10o,0.856027,2,0.458317
1b 2b 10b,0.856027,23,0.776499
1b 2e 10e,0.856027,22,0.761347
1b 2e 10b,0.856027,21,0.746196
1b 2e 10o,0.856027,2,0.458317
1b 2e 10c,0.856027,2,0.458317
1b 2b 10o,0.856027,23,0.776499
1b 2b 10e,0.856027,23,0.776499
7o 3b 6e,0.855792,7,0.533956
7o 3c 6c,0.855792,29,0.867290
7o 3o 6o,0.855792,33,0.927896
7o 3e 6e,0.855792,29,0.867290
7o 3c 6b,0.855792,7,0.533956
7o 3e 6o,0.855792,33,0.927896
7o 3o 6b,0.855792,30,0.882441
7o 3c 6o,0.855792,33,0.927896
7o 3b 6c,0.855792,7,0.533956
7o 3c 6e,0.855792,7,0.533956
7o 3o 6c,0.855792,30,0.882441
7o 3e 6b,0.855792,7,0.533956
7o 3o 6e,0.855792,30,0.882441
7o 3b 6b,0.855792,29,0.867290
7o 3b 6o,0.855792,33,0.927896
7o 3e 6c,0.855792,7,0.533956
1e 2b 7c,0.850601,7,0.531361
1e 2b 7b,0.850601,29,0.864694
1e 2e 7c,0.850601,23,0.773785
1e 2e 7b,0.850601,23,0.773785
1e 2c 7b,0.850601,7,0.531361
1e 2o 7b,0.850601,7,0.531361
1e 2o 7c,0.850601,7,0.531361
1e 2c 7c,0.850601,29,0.864694
1b 12e 12o,0.850536,1,0.440420
1b 12b 12c,0.850536,21,0.743450
1b 12b 12o,0.850536,21,0.743450
1b 12e 12c,0.850536,1,0.440420
1b 12o 12c,0.850536,1,0.440420
1b 12e 12b,0.850536,21,0.743450
3e 3o 10o,0.849485,23,0.773227
3b 3c 10c,0.849485,23,0.773227
3e 3o 10b,0.849485,3,0.470197
3b 3o 10o,0.849485,23,0.773227
3b 3o 10b,0.849485,23,0.773227
3e 3c 10e,0.849485,23,0.773227
3e 3c 10o,0.849485,3,0.470197
3e 3b 10c,0.849485,3,0.470197
3e 3b 10o,0.849485,3,0.470197
3e 3b 10b,0.849485,23,0.773227
3e 3b 10e,0.849485,23,0.773227
3o 3c 10c,0.849485,23,0.773227
3e 3c 10c,0.849485,23,0.773227
3o 3c 10o,0.849485,23,0.773227
3b 3o 10e,0.849485,3,0.470197
3o 3c 10e,0.849485,3,0.470197
3b 3c 10o,0.849485,3,0.470197
3b 3o 10c,0.849485,3,0.470197
3e 3o 10c,0.849485,3,0.470197
3b 3c 10e,0.849485,3,0.470197
3e 3o 10e,0.849485,23,0.773227
3e 3c 10b,0.849485,3,0.470197
3o 3c 10b,0.849485,3,0.470197
3b 3c 10b,0.849485,23,0.773227
1b 1c 11b,0.844788,21,0.740576
1b 1c 11e,0.844788,1,0.437545
1b 1o 11e,0.844788,1,0.437545
1b 1c 11o,0.844788,1,0.437545
1b 1c 11c,0.844788,21,0.740576
1b 1o 11b,0.844788,21,0.740576
1b 1o 11c,0.844788,1,0.437545
1b 1o 11o,0.844788,21,0.740576
2o 2c 1c,0.844208,23,0.770589
2b 2c 1c,0.844208,23,0.770589
2e 2b 1c,0.844208,2,0.452407
2e 2o 1c,0.844208,2,0.452407
2e 2c 1c,0.844208,23,0.770589
2b 2o 1c,0.844208,2,0.452407
2b 2c 1o,0.844208,2,0.452407
2b 2o 1o,0.844208,23,0.770589
2e 2c 1o,0.844208,2,0.452407
2e 2o 1o,0.844208,23,0.770589
2e 2b 1o,0.844208,2,0.452407
2o 2c 1o,0.844208,23,0.770589
7e 2e 10e,0.841184,29,0.859986
7e 2b 10b,0.841184,22,0.753925
7e 2o 10c,0.841184,7,0.526653
7e 2e 10b,0.841184,29,0.859986
7e 2e 10o,0.841184,29,0.859986
7e 2o 10o,0.841184,22,0.753925
7e 2o 10b,0.841184,7,0.526653
7e 2o 10e,0.841184,27,0.829683
7e 2c 10e,0.841184,27,0.829683
7e 2e 10c,0.841184,29,0.859986
7e 2c 10c,0.841184,22,0.753925
7e 2b 10o,0.841184,7,0.526653
7e 2c 10b,0.841184,7,0.526653
7e 2b 10c,0.841184,7,0.526653
7e 2c 10o,0.841184,7,0.526653
7e 2b 10e,0.841184,27,0.829683
7e 3o 4c,0.837945,7,0.525033
7e 3c 4o,0.837945,7,0.525033
7e 3o 4b,0.837945,7,0.525033
7e 3c 4b,0.837945,7,0.525033
7e 3c 4c,0.837945,27,0.828063
7e 3b 4o,0.837945,7,0.525033
7e 3e 4o,0.837945,30,0.873518
7e 3c 4e,0.837945,31,0.888669
7e 3b 4e,0.837945,31,0.888669
7e 3e 4c,0.837945,30,0.873518
7e 3o 4o,0.837945,27,0.828063
7e 3b 4c,0.837945,7,0.525033
7e 3e 4b,0.837945,30,0.873518
7e 3o 4e,0.837945,31,0.888669
7e 3e 4e,0.837945,31,0.888669
7e 3b 4b,0.837945,27,0.828063
7e 12b 12o,0.837709,7,0.524915
7e 12e 12o,0.837709,27,0.827945
7e 12e 12b,0.837709,27,0.827945
7e 12o 12c,0.837709,7,0.524915
7e 12b 12c,0.837709,7,0.524915
7e 12e 12c,0.837709,27,0.827945
7o 3c 5e,0.835071,7,0.523596
7o 3o 5e,0.835071,30,0.872081
7o 3e 5c,0.835071,7,0.523596
7o 3b 5e,0.835071,7,0.523596
7o 3b 5b,0.835071,28,0.841778
7o 3c 5c,0.835071,28,0.841778
7o 3c 5o,0.835071,32,0.902384
7o 3e 5o,0.835071,32,0.902384
7o 3e 5b,0.835071,7,0.523596
7o 3b 5o,0.835071,32,0.902384
7o 3b 5c,0.835071,7,0.523596
7o 3e 5e,0.835071,28,0.841778
7o 3o 5c,0.835071,30,0.872081
7o 3o 5b,0.835071,30,0.872081
7o 3c 5b,0.835071,7,0.523596
7o 3o 5o,0.835071,32,0.902384
1b 2e 7c,0.834535,7,0.523328
1b 2e 7b,0.834535,28,0.841510
1b 2o 7b,0.834535,28,0.841510
1b 2o 7c,0.834535,7,0.523328
1b 2b 7b,0.834535,29,0.856661
1b 2b 7c,0.834535,23,0.765752
1b 2c 7c,0.834535,29,0.856661
1b 2c 7b,0.834535,28,0.841510
1e 2e 6c,0.832583,23,0.764776
1e 2o 6c,0.832583,6,0.507200
1e 2o 6e,0.832583,27,0.825382
1e 2c 6e,0.832583,27,0.825382
1e 2b 6e,0.832583,27,0.825382
1e 2b 6o,0.832583,6,0.507200
1e 2e 6o,0.832583,23,0.764776
1e 2b 6b,0.832583,28,0.840534
1e 2b 6c,0.832583,6,0.507200
1e 2e 6b,0.832583,23,0.764776
1e 2c 6c,0.832583,28,0.840534
1e 2c 6o,0.832583,6,0.507200
1e 2c 6b,0.832583,6,0.507200
1e 2o 6o,0.832583,28,0.840534
1e 2o 6b,0.832583,6,0.507200
1e 2e 6e,0.832583,28,0.840534
7e 1o 11o,0.831467,21,0.733915
7e 1o 11c,0.831467,7,0.521794
7e 1o 11e,0.831467,27,0.824825
7e 1c 11c,0.831467,21,0.733915
7e 1c 11o,0.831467,7,0.521794
7e 1c 11b,0.831467,7,0.521794
