hand,truco_score
3e 4o 6c,-20.0278
3e 4o 7e,24.332047
3e 4o 7b,-15.209267
3e 4o 7o,22.633205
3e 4o 7c,-15.209267
3e 4o 10e,-10.427799
3e 4o 10b,-10.427799
3e 4o 10o,-10.427799
3e 4o 10c,-10.427799
3e 4o 11e,-4.027799
3e 4o 11b,-4.027799
3e 4o 11o,-4.027799
3e 4o 11c,-4.027799
3e 4o 12e,2.3722007
3e 4o 12b,2.3722007
3e 4o 12o,2.3722007
3e 4o 12c,2.3722007
3e 4c 5e,-26.4278
3e 4c 5b,-26.4278
3e 4c 5o,-26.4278
3e 4c 5c,-26.4278
3e 4c 6e,-20.0278
3e 4c 6b,-20.0278
3e 4c 6o,-20.0278
3e 4c 6c,-20.0278
3e 4c 7e,24.332047
3e 4c 7b,-15.209267
3e 4c 7o,22.633205
3e 4c 7c,-15.209267
3e 4c 10e,-10.427799
3e 4c 10b,-10.427799
3e 4c 10o,-10.427799
3e 4c 10c,-10.427799
3e 4c 11e,-4.027799
3e 4c 11b,-4.027799
3e 4c 11o,-4.027799
3e 4c 11c,-4.027799
3e 4c 12e,2.3722007
3e 4c 12b,2.3722007
3e 4c 12o,2.3722007
3e 4c 12c,2.3722007
3e 5e 5b,-20.37529
3e 5e 5o,-20.37529
3e 5e 5c,-20.37529
3e 5e 6e,-14.517375
3e 5e 6b,-14.517375
3e 5e 6o,-14.517375
3e 5e 6c,-14.517375
3e 5e 7e,25.650965
3e 5e 7b,-10.162162
3e 5e 7o,24.125097
3e 5e 7c,-10.162162
3e 5e 10e,-5.8069496
3e 5e 10b,-5.8069496
3e 5e 10o,-5.8069496
3e 5e 10c,-5.8069496
3e 5e 11e,0
3e 5e 11b,0
3e 5e 11o,0
3e 5e 11c,0
3e 5e 12e,5.8069496
3e 5e 12b,5.8069496
3e 5e 12o,5.8069496
3e 5e 12c,5.8069496
3e 5b 5o,-20.37529
3e 5b 5c,-20.37529
3e 5b 6e,-14.517375
3e 5b 6b,-14.517375
3e 5b 6o,-14.517375
3e 5b 6c,-14.517375
3e 5b 7e,25.650965
3e 5b 7b,-10.162162
3e 5b 7o,24.125097
3e 5b 7c,-10.162162
3e 5b 10e,-5.8069496
3e 5b 10b,-5.8069496
3e 5b 10o,-5.8069496
3e 5b 10c,-5.8069496
3e 5b 11e,0
3e 5b 11b,0
3e 5b 11o,0
3e 5b 11c,0
3e 5b 12e,5.8069496
3e 5b 12b,5.8069496
3e 5b 12o,5.8069496
3e 5b 12c,5.8069496
3e 5o 5c,-20.37529
3e 5o 6e,-14.517375
3e 5o 6b,-14.517375
3e 5o 6o,-14.517375
3e 5o 6c,-14.517375
3e 5o 7e,25.650965
3e 5o 7b,-10.162162
3e 5o 7o,24.125097
3e 5o 7c,-10.162162
3e 5o 10e,-5.8069496
3e 5o 10b,-5.8069496
3e 5o 10o,-5.8069496
3e 5o 10c,-5.8069496
3e 5o 11e,0
3e 5o 11b,0
3e 5o 11o,0
3e 5o 11c,0
3e 5o 12e,5.8069496
3e 5o 12b,5.8069496
3e 5o 12o,5.8069496
3e 5o 12c,5.8069496
3e 5c 6e,-14.517375
3e 5c 6b,-14.517375
3e 5c 6o,-14.517375
3e 5c 6c,-14.517375
3e 5c 7e,25.650965
3e 5c 7b,-10.162162
3e 5c 7o,24.125097
3e 5c 7c,-10.162162
3e 5c 10e,-5.8069496
3e 5c 10b,-5.8069496
3e 5c 10o,-5.8069496
3e 5c 10c,-5.8069496
3e 5c 11e,0
3e 5c 11b,0
3e 5c 11o,0
3e 5c 11c,0
3e 5c 12e,5.8069496
3e 5c 12b,5.8069496
3e 5c 12o,5.8069496
3e 5c 12c,5.8069496
3e 6e 6b,-9.0764475
3e 6e 6o,-9.0764475
3e 6e 6c,-9.0764475
3e 6e 7e,26.969885
3e 6e 7b,-5.115058
3e 6e 7o,25.61699
3e 6e 7c,-5.115058
3e 6e 10e,-1.1861004
3e 6e 10b,-1.1861004
3e 6e 10o,-1.1861004
3e 6e 10c,-1.1861004
3e 6e 11e,4.027799
3e 6e 11b,4.027799
3e 6e 11o,4.027799
3e 6e 11c,4.027799
3e 6e 12e,9.241699
3e 6e 12b,9.241699
3e 6e 12o,9.241699
3e 6e 12c,9.241699
3e 6b 6o,-9.0764475
3e 6b 6c,-9.0764475
3e 6b 7e,26.969885
3e 6b 7b,-5.115058
3e 6b 7o,25.61699
3e 6b 7c,-5.115058
3e 6b 10e,-1.1861004
3e 6b 10b,-1.1861004
3e 6b 10o,-1.1861004
3e 6b 10c,-1.1861004
3e 6b 11e,4.027799
3e 6b 11b,4.027799
3e 6b 11o,4.027799
3e 6b 11c,4.027799
3e 6b 12e,9.241699
3e 6b 12b,9.241699
3e 6b 12o,9.241699
3e 6b 12c,9.241699
3e 6o 6c,-9.0764475
3e 6o 7e,26.969885
3e 6o 7b,-5.115058
3e 6o 7o,25.61699
3e 6o 7c,-5.115058
3e 6o 10e,-1.1861004
3e 6o 10b,-1.1861004
3e 6o 10o,-1.1861004
3e 6o 10c,-1.1861004
3e 6o 11e,4.027799
3e 6o 11b,4.027799
3e 6o 11o,4.027799
3e 6o 11c,4.027799
3e 6o 12e,9.241699
3e 6o 12b,9.241699
3e 6o 12o,9.241699
3e 6o 12c,9.241699
3e 6c 7e,26.969885
3e 6c 7b,-5.115058
3e 6c 7o,25.61699
3e 6c 7c,-5.115058
3e 6c 10e,-1.1861004
3e 6c 10b,-1.1861004
3e 6c 10o,-1.1861004
3e 6c 10c,-1.1861004
3e 6c 11e,4.027799
3e 6c 11b,4.027799
3e 6c 11o,4.027799
3e 6c 11c,4.027799
3e 6c 12e,9.241699
3e 6c 12b,9.241699
3e 6c 12o,9.241699
3e 6c 12c,9.241699
3e 7e 7b,27.887259
3e 7e 7o,35.36062
3e 7e 7c,27.887259
3e 7e 10e,28.948263
3e 7e 10b,28.948263
3e 7e 10o,28.948263
3e 7e 10c,28.948263
3e 7e 11e,30.267181
3e 7e 11b,30.267181
3e 7e 11o,30.267181
3e 7e 11c,30.267181
3e 7e 12e,31.5861
3e 7e 12b,31.5861
3e 7e 12o,31.5861
3e 7e 12c,31.5861
3e 7b 7o,26.668726
3e 7b 7c,-1.3250965
3e 7b 10e,2.242471
3e 7b 10b,2.242471
3e 7b 10o,2.242471
3e 7b 10c,2.242471
3e 7b 11e,6.99305
3e 7b 11b,6.99305
3e 7b 11o,6.99305
3e 7b 11c,6.99305
3e 7b 12e,11.743629
3e 7b 12b,11.743629
3e 7b 12o,11.743629
3e 7b 12c,11.743629
3e 7o 7c,26.668726
3e 7o 10e,27.854826
3e 7o 10b,27.854826
3e 7o 10o,27.854826
3e 7o 10c,27.854826
3e 7o 11e,29.346718
3e 7o 11b,29.346718
3e 7o 11o,29.346718
3e 7o 11c,29.346718
3e 7o 12e,30.83861
3e 7o 12b,30.83861
3e 7o 12o,30.83861
3e 7o 12c,30.83861
3e 7c 10e,2.242471
3e 7c 10b,2.242471
3e 7c 10o,2.242471
3e 7c 10c,2.242471
3e 7c 11e,6.99305
3e 7c 11b,6.99305
3e 7c 11o,6.99305
3e 7c 11c,6.99305
3e 7c 12e,11.743629
3e 7c 12b,11.743629
3e 7c 12o,11.743629
3e 7c 12c,11.743629
3e 10e 10b,5.6478763
3e 10e 10o,5.6478763
3e 10e 10c,5.6478763
3e 10e 11e,10.069498
3e 10e 11b,10.069498
3e 10e 11o,10.069498
3e 10e 11c,10.069498
3e 10e 12e,14.393823
3e 10e 12b,14.393823
3e 10e 12o,14.393823
3e 10e 12c,14.393823
3e 10b 10o,5.6478763
3e 10b 10c,5.6478763
3e 10b 11e,10.069498
3e 10b 11b,10.069498
3e 10b 11o,10.069498
3e 10b 11c,10.069498
3e 10b 12e,14.393823
3e 10b 12b,14.393823
3e 10b 12o,14.393823
3e 10b 12c,14.393823
3e 10o 10c,5.6478763
3e 10o 11e,10.069498
3e 10o 11b,10.069498
3e 10o 11o,10.069498
3e 10o 11c,10.069498
3e 10o 12e,14.393823
3e 10o 12b,14.393823
3e 10o 12o,14.393823
3e 10o 12c,14.393823
3e 10c 11e,10.069498
3e 10c 11b,10.069498
3e 10c 11o,10.069498
3e 10c 11c,10.069498
3e 10c 12e,14.393823
3e 10c 12b,14.393823
3e 10c 12o,14.393823
3e 10c 12c,14.393823
3e 11e 11b,13.981467
3e 11e 11o,13.981467
3e 11e 11c,13.981467
3e 11e 12e,17.828571
3e 11e 12b,17.828571
3e 11e 12o,17.828571
3e 11e 12c,17.828571
3e 11b 11o,13.981467
3e 11b 11c,13.981467
3e 11b 12e,17.828571
3e 11b 12b,17.828571
3e 11b 12o,17.828571
3e 11b 12c,17.828571
3e 11o 11c,13.981467
3e 11o 12e,17.828571
3e 11o 12b,17.828571
3e 11o 12o,17.828571
3e 11o 12c,17.828571
3e 11c 12e,17.828571
3e 11c 12b,17.828571
3e 11c 12o,17.828571
3e 11c 12c,17.828571
3e 12e 12b,21.128958
3e 12e 12o,21.128958
3e 12e 12c,21.128958
3e 12b 12o,21.128958
3e 12b 12c,21.128958
3e 12o 12c,21.128958
3b 3o 3c,33.535133
3b 3o 4e,18.460232
3b 3o 4b,18.460232
3b 3o 4o,18.460232
3b 3o 4c,18.460232
3b 3o 5e,20.37529
3b 3o 5b,20.37529
3b 3o 5o,20.37529
3b 3o 5c,20.37529
3b 3o 6e,22.290348
3b 3o 6b,22.290348
3b 3o 6o,22.290348
3b 3o 6c,22.290348
3b 3o 7e,34.73977
3b 3o 7b,23.646332
3b 3o 7o,34.433975
3b 3o 7c,23.646332
3b 3o 10e,25.162935
3b 3o 10b,25.162935
3b 3o 10o,25.162935
3b 3o 10c,25.162935
3b 3o 11e,27.077991
3b 3o 11b,27.077991
3b 3o 11o,27.077991
3b 3o 11c,27.077991
3b 3o 12e,28.99305
3b 3o 12b,28.99305
3b 3o 12o,28.99305
3b 3o 12c,28.99305
3b 3c 4e,18.460232
3b 3c 4b,18.460232
3b 3c 4o,18.460232
3b 3c 4c,18.460232
3b 3c 5e,20.37529
3b 3c 5b,20.37529
3b 3c 5o,20.37529
3b 3c 5c,20.37529
3b 3c 6e,22.290348
3b 3c 6b,22.290348
3b 3c 6o,22.290348
3b 3c 6c,22.290348
3b 3c 7e,34.73977
3b 3c 7b,23.646332
3b 3c 7o,34.433975
3b 3c 7c,23.646332
3b 3c 10e,25.162935
3b 3c 10b,25.162935
3b 3c 10o,25.162935
3b 3c 10c,25.162935
3b 3c 11e,27.077991
3b 3c 11b,27.077991
3b 3c 11o,27.077991
3b 3c 11c,27.077991
3b 3c 12e,28.99305
3b 3c 12b,28.99305
3b 3c 12o,28.99305
3b 3c 12c,28.99305
3b 4e 4b,-32.860233
3b 4e 4o,-32.860233
3b 4e 4c,-32.860233
3b 4e 5e,-26.4278
3b 4e 5b,-26.4278
3b 4e 5o,-26.4278
3b 4e 5c,-26.4278
3b 4e 6e,-20.0278
3b 4e 6b,-20.0278
3b 4e 6o,-20.0278
3b 4e 6c,-20.0278
3b 4e 7e,24.332047
3b 4e 7b,-15.209267
3b 4e 7o,22.633205
3b 4e 7c,-15.209267
3b 4e 10e,-10.427799
3b 4e 10b,-10.427799
3b 4e 10o,-10.427799
3b 4e 10c,-10.427799
3b 4e 11e,-4.027799
3b 4e 11b,-4.027799
3b 4e 11o,-4.027799
3b 4e 11c,-4.027799
3b 4e 12e,2.3722007
3b 4e 12b,2.3722007
3b 4e 12o,2.3722007
3b 4e 12c,2.3722007
3b 4b 4o,-32.860233
3b 4b 4c,-32.860233
3b 4b 5e,-26.4278
3b 4b 5b,-26.4278
3b 4b 5o,-26.4278
3b 4b 5c,-26.4278
3b 4b 6e,-20.0278
3b 4b 6b,-20.0278
3b 4b 6o,-20.0278
3b 4b 6c,-20.0278
3b 4b 7e,24.332047
3b 4b 7b,-15.209267
3b 4b 7o,22.633205
3b 4b 7c,-15.209267
3b 4b 10e,-10.427799
3b 4b 10b,-10.427799
3b 4b 10o,-10.427799
3b 4b 10c,-10.427799
3b 4b 11e,-4.027799
3b 4b 11b,-4.027799
3b 4b 11o,-4.027799
3b 4b 11c,-4.027799
3b 4b 12e,2.3722007
3b 4b 12b,2.3722007
3b 4b 12o,2.3722007
3b 4b 12c,2.3722007
3b 4o 4c,-32.860233
3b 4o 5e,-26.4278
3b 4o 5b,-26.4278
3b 4o 5o,-26.4278
3b 4o 5c,-26.4278
3b 4o 6e,-20.0278
3b 4o 6b,-20.0278
3b 4o 6o,-20.0278
3b 4o 6c,-20.0278
3b 4o 7e,24.332047
3b 4o 7b,-15.209267
3b 4o 7o,22.633205
3b 4o 7c,-15.209267
3b 4o 10e,-10.427799
3b 4o 10b,-10.427799
3b 4o 10o,-10.427799
3b 4o 10c,-10.427799
3b 4o 11e,-4.027799
3b 4o 11b,-4.027799
3b 4o 11o,-4.027799
3b 4o 11c,-4.027799
3b 4o 12e,2.3722007
3b 4o 12b,2.3722007
3b 4o 12o,2.3722007
3b 4o 12c,2.3722007
3b 4c 5e,-26.4278
3b 4c 5b,-26.4278
3b 4c 5o,-26.4278
3b 4c 5c,-26.4278
3b 4c 6e,-20.0278
3b 4c 6b,-20.0278
3b 4c 6o,-20.0278
3b 4c 6c,-20.0278
3b 4c 7e,24.332047
3b 4c 7b,-15.209267
3b 4c 7o,22.633205
3b 4c 7c,-15.209267
3b 4c 10e,-10.427799
3b 4c 10b,-10.427799
3b 4c 10o,-10.427799
3b 4c 10c,-10.427799
3b 4c 11e,-4.027799
3b 4c 11b,-4.027799
3b 4c 11o,-4.027799
3b 4c 11c,-4.027799
3b 4c 12e,2.3722007
3b 4c 12b,2.3722007
3b 4c 12o,2.3722007
3b 4c 12c,2.3722007
3b 5e 5b,-20.37529
3b 5e 5o,-20.37529
3b 5e 5c,-20.37529
3b 5e 6e,-14.517375
3b 5e 6b,-14.517375
3b 5e 6o,-14.517375
3b 5e 6c,-14.517375
3b 5e 7e,25.650965
3b 5e 7b,-10.162162
3b 5e 7o,24.125097
3b 5e 7c,-10.162162
3b 5e 10e,-5.8069496
3b 5e 10b,-5.8069496
3b 5e 10o,-5.8069496
3b 5e 10c,-5.8069496
3b 5e 11e,0
3b 5e 11b,0
3b 5e 11o,0
3b 5e 11c,0
3b 5e 12e,5.8069496
3b 5e 12b,5.8069496
3b 5e 12o,5.8069496
3b 5e 12c,5.8069496
3b 5b 5o,-20.37529
3b 5b 5c,-20.37529
3b 5b 6e,-14.517375
3b 5b 6b,-14.517375
3b 5b 6o,-14.517375
3b 5b 6c,-14.517375
3b 5b 7e,25.650965
3b 5b 7b,-10.162162
3b 5b 7o,24.125097
3b 5b 7c,-10.162162
3b 5b 10e,-5.8069496
3b 5b 10b,-5.8069496
3b 5b 10o,-5.8069496
3b 5b 10c,-5.8069496
3b 5b 11e,0
3b 5b 11b,0
3b 5b 11o,0
3b 5b 11c,0
3b 5b 12e,5.8069496
3b 5b 12b,5.8069496
3b 5b 12o,5.8069496
3b 5b 12c,5.8069496
3b 5o 5c,-20.37529
3b 5o 6e,-14.517375
3b 5o 6b,-14.517375
3b 5o 6o,-14.517375
3b 5o 6c,-14.517375
3b 5o 7e,25.650965
3b 5o 7b,-10.162162
3b 5o 7o,24.125097
3b 5o 7c,-10.162162
3b 5o 10e,-5.8069496
3b 5o 10b,-5.8069496
3b 5o 10o,-5.8069496
3b 5o 10c,-5.8069496
3b 5o 11e,0
3b 5o 11b,0
3b 5o 11o,0
3b 5o 11c,0
3b 5o 12e,5.8069496
3b 5o 12b,5.8069496
3b 5o 12o,5.8069496
3b 5o 12c,5.8069496
3b 5c 6e,-14.517375
3b 5c 6b,-14.517375
3b 5c 6o,-14.517375
3b 5c 6c,-14.517375
3b 5c 7e,25.650965
3b 5c 7b,-10.162162
3b 5c 7o,24.125097
3b 5c 7c,-10.162162
3b 5c 10e,-5.8069496
3b 5c 10b,-5.8069496
3b 5c 10o,-5.8069496
3b 5c 10c,-5.8069496
3b 5c 11e,0
3b 5c 11b,0
3b 5c 11o,0
3b 5c 11c,0
3b 5c 12e,5.8069496
3b 5c 12b,5.8069496
3b 5c 12o,5.8069496
3b 5c 12c,5.8069496
3b 6e 6b,-9.0764475
3b 6e 6o,-9.0764475
3b 6e 6c,-9.0764475
3b 6e 7e,26.969885
3b 6e 7b,-5.115058
3b 6e 7o,25.61699
3b 6e 7c,-5.115058
3b 6e 10e,-1.1861004
3b 6e 10b,-1.1861004
3b 6e 10o,-1.1861004
3b 6e 10c,-1.1861004
3b 6e 11e,4.027799
3b 6e 11b,4.027799
3b 6e 11o,4.027799
3b 6e 11c,4.027799
3b 6e 12e,9.241699
3b 6e 12b,9.241699
3b 6e 12o,9.241699
3b 6e 12c,9.241699
3b 6b 6o,-9.0764475
3b 6b 6c,-9.0764475
3b 6b 7e,26.969885
3b 6b 7b,-5.115058
3b 6b 7o,25.61699
3b 6b 7c,-5.115058
3b 6b 10e,-1.1861004
3b 6b 10b,-1.1861004
3b 6b 10o,-1.1861004
3b 6b 10c,-1.1861004
3b 6b 11e,4.027799
3b 6b 11b,4.027799
3b 6b 11o,4.027799
3b 6b 11c,4.027799
3b 6b 12e,9.241699
3b 6b 12b,9.241699
3b 6b 12o,9.241699
3b 6b 12c,9.241699
3b 6o 6c,-9.0764475
3b 6o 7e,26.969885
3b 6o 7b,-5.115058
3b 6o 7o,25.61699
3b 6o 7c,-5.115058
3b 6o 10e,-1.1861004
3b 6o 10b,-1.1861004
3b 6o 10o,-1.1861004
3b 6o 10c,-1.1861004
3b 6o 11e,4.027799
3b 6o 11b,4.027799
3b 6o 11o,4.027799
3b 6o 11c,4.027799
3b 6o 12e,9.241699
3b 6o 12b,9.241699
3b 6o 12o,9.241699
3b 6o 12c,9.241699
3b 6c 7e,26.969885
3b 6c 7b,-5.115058
3b 6c 7o,25.61699
3b 6c 7c,-5.115058
3b 6c 10e,-1.1861004
3b 6c 10b,-1.1861004
3b 6c 10o,-1.1861004
3b 6c 10c,-1.1861004
3b 6c 11e,4.027799
3b 6c 11b,4.027799
3b 6c 11o,4.027799
3b 6c 11c,4.027799
3b 6c 12e,9.241699
3b 6c 12b,9.241699
3b 6c 12o,9.241699
3b 6c 12c,9.241699
3b 7e 7b,27.887259
3b 7e 7o,35.36062
3b 7e 7c,27.887259
3b 7e 10e,28.948263
3b 7e 10b,28.948263
3b 7e 10o,28.948263
3b 7e 10c,28.948263
3b 7e 11e,30.267181
3b 7e 11b,30.267181
3b 7e 11o,30.267181
3b 7e 11c,30.267181
3b 7e 12e,31.5861
3b 7e 12b,31.5861
3b 7e 12o,31.5861
3b 7e 12c,31.5861
3b 7b 7o,26.668726
3b 7b 7c,-1.3250965
3b 7b 10e,2.242471
3b 7b 10b,2.242471
3b 7b 10o,2.242471
3b 7b 10c,2.242471
3b 7b 11e,6.99305
3b 7b 11b,6.99305
3b 7b 11o,6.99305
3b 7b 11c,6.99305
3b 7b 12e,11.743629
3b 7b 12b,11.743629
3b 7b 12o,11.743629
3b 7b 12c,11.743629
3b 7o 7c,26.668726
3b 7o 10e,27.854826
3b 7o 10b,27.854826
3b 7o 10o,27.854826
3b 7o 10c,27.854826
3b 7o 11e,29.346718
3b 7o 11b,29.346718
3b 7o 11o,29.346718
3b 7o 11c,29.346718
3b 7o 12e,30.83861
3b 7o 12b,30.83861
3b 7o 12o,30.83861
3b 7o 12c,30.83861
3b 7c 10e,2.242471
3b 7c 10b,2.242471
3b 7c 10o,2.242471
3b 7c 10c,2.242471
3b 7c 11e,6.99305
3b 7c 11b,6.99305
3b 7c 11o,6.99305
3b 7c 11c,6.99305
3b 7c 12e,11.743629
3b 7c 12b,11.743629
3b 7c 12o,11.743629
3b 7c 12c,11.743629
3b 10e 10b,5.6478763
3b 10e 10o,5.6478763
3b 10e 10c,5.6478763
3b 10e 11e,10.069498
3b 10e 11b,10.069498
3b 10e 11o,10.069498
3b 10e 11c,10.069498
3b 10e 12e,14.393823
3b 10e 12b,14.393823
3b 10e 12o,14.393823
3b 10e 12c,14.393823
3b 10b 10o,5.6478763
3b 10b 10c,5.6478763
3b 10b 11e,10.069498
3b 10b 11b,10.069498
3b 10b 11o,10.069498
3b 10b 11c,10.069498
3b 10b 12e,14.393823
3b 10b 12b,14.393823
3b 10b 12o,14.393823
3b 10b 12c,14.393823
3b 10o 10c,5.6478763
3b 10o 11e,10.069498
3b 10o 11b,10.069498
3b 10o 11o,10.069498
3b 10o 11c,10.069498
3b 10o 12e,14.393823
3b 10o 12b,14.393823
3b 10o 12o,14.393823
3b 10o 12c,14.393823
3b 10c 11e,10.069498
3b 10c 11b,10.069498
3b 10c 11o,10.069498
3b 10c 11c,10.069498
3b 10c 12e,14.393823
3b 10c 12b,14.393823
3b 10c 12o,14.393823
3b 10c 12c,14.393823
3b 11e 11b,13.981467
3b 11e 11o,13.981467
3b 11e 11c,13.981467
3b 11e 12e,17.828571
3b 11e 12b,17.828571
3b 11e 12o,17.828571
3b 11e 12c,17.828571
3b 11b 11o,13.981467
3b 11b 11c,13.981467
3b 11b 12e,17.828571
3b 11b 12b,17.828571
3b 11b 12o,17.828571
3b 11b 12c,17.828571
3b 11o 11c,13.981467
3b 11o 12e,17.828571
3b 11o 12b,17.828571
3b 11o 12o,17.828571
3b 11o 12c,17.828571
3b 11c 12e,17.828571
3b 11c 12b,17.828571
3b 11c 12o,17.828571
3b 11c 12c,17.828571
3b 12e 12b,21.128958
3b 12e 12o,21.128958
3b 12e 12c,21.128958
3b 12b 12o,21.128958
3b 12b 12c,21.128958
3b 12o 12c,21.128958
3o 3c 4e,18.460232
3o 3c 4b,18.460232
3o 3c 4o,18.460232
3o 3c 4c,18.460232
3o 3c 5e,20.37529
3o 3c 5b,20.37529
3o 3c 5o,20.37529
3o 3c 5c,20.37529
3o 3c 6e,22.290348
3o 3c 6b,22.290348
3o 3c 6o,22.290348
3o 3c 6c,22.290348
3o 3c 7e,34.73977
3o 3c 7b,23.646332
3o 3c 7o,34.433975
3o 3c 7c,23.646332
3o 3c 10e,25.162935
3o 3c 10b,25.162935
3o 3c 10o,25.162935
3o 3c 10c,25.162935
3o 3c 11e,27.077991
3o 3c 11b,27.077991
3o 3c 11o,27.077991
3o 3c 11c,27.077991
3o 3c 12e,28.99305
3o 3c 12b,28.99305
3o 3c 12o,28.99305
3o 3c 12c,28.99305
3o 4e 4b,-32.860233
3o 4e 4o,-32.860233
3o 4e 4c,-32.860233
3o 4e 5e,-26.4278
3o 4e 5b,-26.4278
3o 4e 5o,-26.4278
3o 4e 5c,-26.4278
3o 4e 6e,-20.0278
3o 4e 6b,-20.0278
3o 4e 6o,-20.0278
3o 4e 6c,-20.0278
3o 4e 7e,24.332047
3o 4e 7b,-15.209267
3o 4e 7o,22.633205
3o 4e 7c,-15.209267
3o 4e 10e,-10.427799
3o 4e 10b,-10.427799
3o 4e 10o,-10.427799
3o 4e 10c,-10.427799
3o 4e 11e,-4.027799
3o 4e 11b,-4.027799
3o 4e 11o,-4.027799
3o 4e 11c,-4.027799
3o 4e 12e,2.3722007
3o 4e 12b,2.3722007
3o 4e 12o,2.3722007
3o 4e 12c,2.3722007
3o 4b 4o,-32.860233
3o 4b 4c,-32.860233
3o 4b 5e,-26.4278
3o 4b 5b,-26.4278
3o 4b 5o,-26.4278
3o 4b 5c,-26.4278
3o 4b 6e,-20.0278
3o 4b 6b,-20.0278
3o 4b 6o,-20.0278
3o 4b 6c,-20.0278
3o 4b 7e,24.332047
3o 4b 7b,-15.209267
3o 4b 7o,22.633205
3o 4b 7c,-15.209267
3o 4b 10e,-10.427799
3o 4b 10b,-10.427799
3o 4b 10o,-10.427799
3o 4b 10c,-10.427799
3o 4b 11e,-4.027799
3o 4b 11b,-4.027799
3o 4b 11o,-4.027799
3o 4b 11c,-4.027799
3o 4b 12e,2.3722007
3o 4b 12b,2.3722007
3o 4b 12o,2.3722007
3o 4b 12c,2.3722007
3o 4o 4c,-32.860233
3o 4o 5e,-26.4278
3o 4o 5b,-26.4278
3o 4o 5o,-26.4278
3o 4o 5c,-26.4278
3o 4o 6e,-20.0278
3o 4o 6b,-20.0278
3o 4o 6o,-20.0278
3o 4o 6c,-20.0278
3o 4o 7e,24.332047
3o 4o 7b,-15.209267
3o 4o 7o,22.633205
3o 4o 7c,-15.209267
3o 4o 10e,-10.427799
3o 4o 10b,-10.427799
3o 4o 10o,-10.427799
3o 4o 10c,-10.427799
3o 4o 11e,-4.027799
3o 4o 11b,-4.027799
3o 4o 11o,-4.027799
3o 4o 11c,-4.027799
3o 4o 12e,2.3722007
3o 4o 12b,2.3722007
3o 4o 12o,2.3722007
3o 4o 12c,2.3722007
3o 4c 5e,-26.4278
3o 4c 5b,-26.4278
3o 4c 5o,-26.4278
3o 4c 5c,-26.4278
3o 4c 6e,-20.0278
3o 4c 6b,-20.0278
3o 4c 6o,-20.0278
3o 4c 6c,-20.0278
3o 4c 7e,24.332047
3o 4c 7b,-15.209267
3o 4c 7o,22.633205
3o 4c 7c,-15.209267
3o 4c 10e,-10.427799
3o 4c 10b,-10.427799
3o 4c 10o,-10.427799
3o 4c 10c,-10.427799
3o 4c 11e,-4.027799
3o 4c 11b,-4.027799
3o 4c 11o,-4.027799
3o 4c 11c,-4.027799
3o 4c 12e,2.3722007
3o 4c 12b,2.3722007
3o 4c 12o,2.3722007
3o 4c 12c,2.3722007
3o 5e 5b,-20.37529
3o 5e 5o,-20.37529
3o 5e 5c,-20.37529
3o 5e 6e,-14.517375
3o 5e 6b,-14.517375
3o 5e 6o,-14.517375
3o 5e 6c,-14.517375
3o 5e 7e,25.650965
3o 5e 7b,-10.162162
3o 5e 7o,24.125097
3o 5e 7c,-10.162162
3o 5e 10e,-5.8069496
3o 5e 10b,-5.8069496
3o 5e 10o,-5.8069496
3o 5e 10c,-5.8069496
3o 5e 11e,0
3o 5e 11b,0
3o 5e 11o,0
3o 5e 11c,0
3o 5e 12e,5.8069496
3o 5e 12b,5.8069496
3o 5e 12o,5.8069496
3o 5e 12c,5.8069496
3o 5b 5o,-20.37529
3o 5b 5c,-20.37529
3o 5b 6e,-14.517375
3o 5b 6b,-14.517375
3o 5b 6o,-14.517375
3o 5b 6c,-14.517375
3o 5b 7e,25.650965
3o 5b 7b,-10.162162
3o 5b 7o,24.125097
3o 5b 7c,-10.162162
3o 5b 10e,-5.8069496
3o 5b 10b,-5.8069496
3o 5b 10o,-5.8069496
3o 5b 10c,-5.8069496
3o 5b 11e,0
3o 5b 11b,0
3o 5b 11o,0
3o 5b 11c,0
3o 5b 12e,5.8069496
3o 5b 12b,5.8069496
3o 5b 12o,5.8069496
3o 5b 12c,5.8069496
3o 5o 5c,-20.37529
3o 5o 6e,-14.517375
3o 5o 6b,-14.517375
3o 5o 6o,-14.517375
3o 5o 6c,-14.517375
3o 5o 7e,25.650965
3o 5o 7b,-10.162162
3o 5o 7o,24.125097
3o 5o 7c,-10.162162
3o 5o 10e,-5.8069496
3o 5o 10b,-5.8069496
3o 5o 10o,-5.8069496
3o 5o 10c,-5.8069496
3o 5o 11e,0
3o 5o 11b,0
3o 5o 11o,0
3o 5o 11c,0
3o 5o 12e,5.8069496
3o 5o 12b,5.8069496
3o 5o 12o,5.8069496
3o 5o 12c,5.8069496
3o 5c 6e,-14.517375
3o 5c 6b,-14.517375
3o 5c 6o,-14.517375
3o 5c 6c,-14.517375
3o 5c 7e,25.650965
3o 5c 7b,-10.162162
3o 5c 7o,24.125097
3o 5c 7c,-10.162162
3o 5c 10e,-5.8069496
3o 5c 10b,-5.8069496
3o 5c 10o,-5.8069496
3o 5c 10c,-5.8069496
3o 5c 11e,0
3o 5c 11b,0
3o 5c 11o,0
3o 5c 11c,0
3o 5c 12e,5.8069496
3o 5c 12b,5.8069496
3o 5c 12o,5.8069496
3o 5c 12c,5.8069496
